Files,Contact,Client,Site,Student,Status,Time,Money,Other,Academic,Accommodation,Completed
New,Email,ECA,Potterow,PG Taught,Int'l,10/08/2012 00:00:00,,,,Accom;,FALSE
New,Email,ECA,Potterow,PG Taught,Int'l,10/08/2012 00:00:00,,City Info;,,,TRUE
New,Visit,Easter Bush,Potterow,PG Taught,Home,10/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Email,KB Student,Potterow,PG Taught,Int'l,10/08/2012 00:00:00,,,Special Circumstances;,,FALSE
New,Email,Little France,Potterow,UG,Int'l,10/08/2012 00:00:00,,Immigration;,,,TRUE
New,Visit,Unknown,Potterow,Research,Int'l,10/08/2012 00:00:00,,Tax/NI;,,,TRUE
New,Email,Unknown,Potterow,PG Taught,Int'l,10/08/2012 00:00:00,,,,Council Tax;,TRUE
New,Phone,,Potterow,UG,Home,10/08/2012 00:00:00,Discretionary Fund;Funding;,,,,FALSE
New,Phone,Non-student,Potterow,PG Taught,Home,10/08/2012 00:00:00,Funding;,,,,FALSE
New,Visit,,Potterow,UG,Home,10/08/2012 00:00:00,,Health;Personal;,,Accom;,FALSE
New,Email,Unknown,Potterow,,Int'l,10/08/2012 00:00:00,,,,Tenancy;,TRUE
Existing,Email,Unknown,Potterow,,Int'l,10/08/2012 00:00:00,,Uni Info;,,,TRUE
New,Visit,KB Student,Potterow,Research,EU,10/08/2012 12:13:01,,,Other;,,FALSE
New,Phone,GS Student,Potterow,UG,Home,10/08/2012 00:00:00,,,Special Circumstances;,,FALSE
New,Visit,Easter Bush,Potterow,PG Taught,Home,10/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,PG Taught,Int'l,10/08/2012 00:00:00,,,,Accom;Council Tax;,FALSE
Existing,Visit,,Potterow,,,10/08/2012 00:00:00,,C Card;,,,FALSE
New,Visit,ECA,Potterow,UG,Home,10/08/2012 00:00:00,,,Other;,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
New,Visit,Unknown,Potterow,UG,EU,10/08/2012 00:00:00,,EUSA/TAP info ;,,,FALSE
New,Visit,Unknown,Potterow,,EU,10/08/2012 14:15:29,,Uni Info;,,,TRUE
Existing,Email,Little France,Potterow,UG,Home,10/08/2012 14:18:34,Discretionary Fund;,,,,FALSE
Existing,Email,Little France,Potterow,UG,Home,10/08/2012 14:18:34,Discretionary Fund;,,,,FALSE
New,Visit,Non-student,Potterow,,EU,10/08/2012 00:00:00,,Health;,,Accom;Council Tax;,TRUE
New,Visit,GS Student,Potterow,PG Taught,Int'l,10/08/2012 00:00:00,,,,Tenancy;,TRUE
New,Phone,Public,Potterow,,,10/08/2012 00:00:00,Discretionary Fund;Fees;,,,,FALSE
New,Visit,GS Student,Potterow,PG Taught,Home,10/08/2012 00:00:00,Discretionary Fund;,,,,TRUE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
Existing,Visit,GS Student,Potterow,Research,Int'l,10/08/2012 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,KB Student,Kings Buildings,PG Taught,Home,10/08/2012 00:00:00,,Uni Info;,,,FALSE
New,Visit,KB Student,Kings Buildings,UG,EU,10/08/2012 00:00:00,,Health;,,,FALSE
New,Phone,Non-student,Potterow,,Home,10/08/2012 00:00:00,SAAS/SFE;Funding;,,,,FALSE
New,Phone,,Potterow,UG,Home,10/08/2012 00:00:00,SAAS/SFE;Funding;,,,,FALSE
New,Visit,,Potterow,UG,Home,10/08/2012 00:00:00,Funding;,Personal;Legal;,Interruption of Studies;,,FALSE
New,Visit,,Potterow,UG,Home,10/08/2012 00:00:00,Funding;,,,,TRUE
New,,Unknown,Potterow,PG Taught,EU,10/08/2012 00:00:00,,Health;,,Accom;,FALSE
New,Visit,Unknown,Potterow,PG Taught,EU,10/08/2012 00:00:00,,Health;,,Accom;,FALSE
Existing,Visit,,Potterow,,,10/08/2012 00:00:00,,C Card;,,,FALSE
Existing,Visit,,Potterow,,,10/08/2012 00:00:00,,C Card;,,,FALSE
New,Visit,Unknown,Potterow,,Int'l,10/08/2012 00:00:00,,Health;,,,TRUE
New,Phone,Staff,Potterow,,,10/08/2012 00:00:00,,,Special Circumstances;,,FALSE
Existing,Email,Public,Potterow,,Home,10/08/2012 00:00:00,Discretionary Fund;Funding;,,,,TRUE
Existing,Phone,Staff,Potterow,,,10/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
,,,Potterow,,,10/08/2012 00:00:00,,,,,FALSE
Existing,Email,KB Student,Potterow,UG,Home,10/08/2012 00:00:00,,,,,FALSE
New,Visit,Unknown,Potterow,UG,,10/08/2012 00:00:00,SAAS/SFE;,,,,FALSE
Existing,Email,Non-student,Potterow,,Int'l,10/08/2012 00:00:00,,,,Tenancy;,FALSE
Existing,Email,,Potterow,,Home,10/08/2012 00:00:00,,,,Tenancy;,FALSE
Existing,Email,GS Student,Potterow,PG Taught,Int'l,13/08/2012 09:10:15,,,Academic Appeal;,,FALSE
Existing,Email,GS Student,Potterow,PG Taught,Int'l,13/08/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Email,GS Student,Potterow,PG Taught,Int'l,13/08/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Email,GS Student,Potterow,PG Taught,Int'l,13/08/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,13/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,13/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Email,,Potterow,,Int'l,13/08/2012 09:21:42,,,,Accom;,TRUE
New,Visit,Unknown,Potterow,,,13/08/2012 09:12:52,,Uni Info;,,,TRUE
New,Social Networks,,Potterow,,Home,13/08/2012 00:00:00,,Uni Info;,,,TRUE
New,Social Networks,,Potterow,UG,,13/08/2012 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Email,Unknown,Potterow,,EU,13/08/2012 00:00:00,,,,Tenancy;,TRUE
New,Social Networks,,Potterow,PG Taught,Home,13/08/2012 00:00:00,,,,Accom;,TRUE
Existing,Phone,Little France,Potterow,Research,Int'l,13/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Email,H'Rood Student,Potterow,,,13/08/2012 00:00:00,,Uni Info;,,,TRUE
Existing,Email,GS Student,Potterow,PG Taught,Int'l,13/08/2012 00:00:00,,,Academic Appeal;,,FALSE
New,Phone,Non-student,Potterow,,Home,13/08/2012 00:00:00,SAAS/SFE;Funding;,,,,FALSE
New,Email,Unknown,Potterow,,EU,13/08/2012 00:00:00,,,,Accom;,TRUE
New,Email,Unknown,Potterow,,EU,13/08/2012 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Email,Unknown,Potterow,,Int'l,13/08/2012 00:00:00,,,,Accom;,TRUE
New,Visit,KB Student,Potterow,Research,EU,13/08/2012 00:00:00,Benefits;,,,Council Tax;,TRUE
New,Visit,Unknown,Potterow,Research,Int'l,13/08/2012 00:00:00,,,Other;,,TRUE
Existing,Visit,,Potterow,,,13/08/2012 00:00:00,,C Card;,,,TRUE
New,Phone,H'Rood Student,Potterow,UG,Home,13/08/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,Email,Unknown,Potterow,,Int'l,13/08/2012 00:00:00,,Uni Info;EUSA/TAP info ;,,,TRUE
New,Email,,Potterow,Research,,13/08/2012 00:00:00,,Health;,,,TRUE
New,Email,Non-student,Potterow,,EU,13/08/2012 00:00:00,,Uni Info;,,,TRUE
New,Visit,KB Student,Potterow,UG,Home,13/08/2012 00:00:00,,,Progression;,,FALSE
New,Email,Unknown,Potterow,Research,Int'l,13/08/2012 00:00:00,,Immigration;,,Accom;,TRUE
New,Email,,Potterow,,,13/08/2012 00:00:00,,,,Tenancy;,TRUE
Existing,Visit,,Potterow,,,13/08/2012 00:00:00,,C Card;,,,TRUE
New,Phone,,Potterow,UG,Home,13/08/2012 00:00:00,,,,Council Tax;Tenancy;,TRUE
Existing,Phone,Non-student,Potterow,,Home,13/08/2012 00:00:00,Funding;,,,,TRUE
Existing,Email,Unknown,Potterow,UG,Home,13/08/2012 00:00:00,Funding;,,,,TRUE
New,Visit,Unknown,Potterow,UG,Home,13/08/2012 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,,Int'l,13/08/2012 00:00:00,,C Card;,,,FALSE
Existing,Email,Non-student,Potterow,,Int'l,13/08/2012 00:00:00,,,,Accom;Tenancy;,TRUE
New,Visit,Unknown,Potterow,UG,Home,13/08/2012 00:00:00,Discretionary Fund;Small Loans;,,,,FALSE
Existing,Phone,,Potterow,PG Taught,Home,13/08/2012 00:00:00,,Tax/NI;,,,FALSE
New,Visit,,Potterow,,,13/08/2012 00:00:00,,,,Tenancy;,TRUE
Existing,Visit,Little France,Potterow,Research,Int'l,13/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Visit,GS Student,Potterow,UG,Home,13/08/2012 00:00:00,,,Interruption of Studies;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,13/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,KB Student,Potterow,Research,Int'l,13/08/2012 00:00:00,,,Progression;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,13/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,13/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Phone,GS Student,Potterow,UG,Home,13/08/2012 00:00:00,,,Change of Program;,,FALSE
Existing,Email,Unknown,Potterow,,Int'l,13/08/2012 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,,Home,13/08/2012 00:00:00,,C Card;,,,TRUE
New,Visit,Unknown,Potterow,UG,Home,13/08/2012 00:00:00,,Health;Disability;,,,TRUE
New,Visit,GS Student,Potterow,UG,Home,13/08/2012 00:00:00,SAAS/SFE;Funding;,,,,TRUE
New,Visit,Non-student,Potterow,,EU,13/08/2012 00:00:00,,Banks;,,Accom;,TRUE
New,Email,GS Student,Potterow,PG Taught,EU,13/08/2012 00:00:00,,,Special Circumstances;,,FALSE
Existing,Email,H'Rood Student,Potterow,PG Taught,Int'l,13/08/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,13/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,Staff,Potterow,,,14/08/2012 08:56:33,,,Complaint (Academic) ;,,FALSE
Existing,Email,Staff,Potterow,,,14/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,Staff,Potterow,,,14/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,14/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,14/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Email,GS Student,Potterow,PG Taught,Home,14/08/2012 09:54:38,,Health;,,,TRUE
New,Email,Unknown,Potterow,UG,Home,14/08/2012 00:00:00,Fees;,,,,TRUE
New,Phone,Unknown,Potterow,,Home,14/08/2012 00:00:00,,,,Tenancy;,TRUE
New,Email,Little France,Potterow,UG,Home,14/08/2012 12:25:26,Discretionary Fund;,,,,TRUE
Existing,Email,Little France,Potterow,Research,Int'l,14/08/2012 00:00:00,,Health;,,,FALSE
New,Email,,Potterow,UG,Home,14/08/2012 00:00:00,,Health;Personal;,,,FALSE
Existing,Email,,Potterow,UG,Int'l,14/08/2012 00:00:00,,City Info;,,Accom;,FALSE
Existing,Phone,,Potterow,UG,Home,14/08/2012 13:30:04,Small Loans;,,,,FALSE
New,Email,Non-student,Potterow,,Int'l,14/08/2012 00:00:00,,Uni Info;Immigration;,,,TRUE
New,Email,Unknown,Potterow,,Int'l,14/08/2012 00:00:00,,Uni Info;,,,TRUE
New,Email,Unknown,Potterow,UG,Home,14/08/2012 00:00:00,,Uni Info;,,,TRUE
New,Phone,Unknown,Potterow,,Home,14/08/2012 00:00:00,Discretionary Fund;Small Loans;,,,,TRUE
New,Email,Non-student,Potterow,,,14/08/2012 00:00:00,Fees;Funding;,Uni Info;Health;,,,TRUE
New,Visit,Unknown,Potterow,,Int'l,14/08/2012 00:00:00,,Employment;Tax/NI;,,,TRUE
New,Email,Non-student,Potterow,,,14/08/2012 00:00:00,,,Other;,,FALSE
Existing,Email,GS Student,Potterow,PG Taught,Home,15/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Email,GS Student,Potterow,UG,Home,15/08/2012 00:00:00,,,Interruption of Studies;,,FALSE
Existing,Email,,Potterow,,Int'l,15/08/2012 09:57:54,Funding;,,,,TRUE
New,Email,prospective student ,Potterow,,Int'l,15/08/2012 00:00:00,,Uni Info;,,,TRUE
New,Email,prospective student ,Potterow,,EU,15/08/2012 00:00:00,,,,Accom;,TRUE
New,Email,prospective student ,Potterow,,EU,15/08/2012 00:00:00,,,,Accom;,TRUE
Existing,Email,prospective student ,Potterow,,EU,15/08/2012 00:00:00,,,,Accom;,TRUE
Existing,Email,Non-student,Potterow,,,15/08/2012 00:00:00,,Uni Info;Health;,,,TRUE
New,Email,GS Student,Potterow,UG,Home,15/08/2012 00:00:00,,,Interruption of Studies;,,FALSE
New,Email,KB Student,Potterow,Research,Home,15/08/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Email,H'Rood Student,Potterow,PG Taught,Int'l,15/08/2012 00:00:00,,,Academic Appeal;,,FALSE
New,Email,KB Student,Potterow,UG,Int'l,15/08/2012 00:00:00,,,Interruption of Studies;,,FALSE
Existing,Email,GS Student,Potterow,PG Taught,Home,15/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,GS Student,Potterow,UG,Home,15/08/2012 00:00:00,,Harrassment;,,,FALSE
Existing,Email,GS Student,Potterow,UG,Home,15/08/2012 00:00:00,,Harrassment;,,,FALSE
Existing,Email,GS Student,Potterow,UG,Home,15/08/2012 00:00:00,,Harrassment;,,,FALSE
Existing,Email,GS Student,Potterow,UG,Home,15/08/2012 00:00:00,,Harrassment;,,,FALSE
New,Phone,Non-student,Potterow,,Home,15/08/2012 00:00:00,Funding;,,,,TRUE
Existing,Visit,,Potterow,,EU,15/08/2012 00:00:00,,C Card;,,,TRUE
Existing,Email,GS Student,Potterow,UG,Int'l,16/08/2012 09:07:00,,,Interruption of Studies;,,FALSE
New,Phone,,Potterow,,,16/08/2012 09:10:43,SAAS/SFE;,,,,FALSE
Existing,Email,Staff,Potterow,,,16/08/2012 00:00:00,Funding;,,,,FALSE
New,Email,Staff,Potterow,,,16/08/2012 00:00:00,,Harrassment;Legal;,,,FALSE
New,Email,GS Student,Potterow,UG,Home,16/08/2012 00:00:00,,,Other;,,FALSE
New,Email,prospective student ,Potterow,PG Taught,Int'l,16/08/2012 09:43:15,,Uni Info;,,,TRUE
New,Email,Non-student,Potterow,,Home,16/08/2012 00:00:00,SAAS/SFE;Funding;,,,,TRUE
Existing,Phone,Staff,Potterow,,,16/08/2012 00:00:00,,Harrassment;,,,FALSE
Existing,Email,,Potterow,,,16/08/2012 00:00:00,,Harrassment;,,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,16/08/2012 00:00:00,,Harrassment;,,,FALSE
New,Email,,Potterow,,,16/08/2012 00:00:00,Discretionary Fund;,,,,FALSE
New,Visit,,Potterow,PG Taught,Home,16/08/2012 00:00:00,Childcare;,,,,FALSE
Existing,Visit,H'Rood Student,Potterow,PG Taught,,16/08/2012 00:00:00,Childcare;,,,,FALSE
Existing,Phone,Parent/guardian of student ,Potterow,,,16/08/2012 11:35:57,,,,Accom;Tenancy;,FALSE
Existing,Email,GS Student,Potterow,PG Taught,EU,16/08/2012 00:00:00,,,Special Circumstances;,,FALSE
New,,,Potterow,UG,Home,16/08/2012 00:00:00,,,,Accom;,TRUE
New,,,Potterow,PG Taught,Home,16/08/2012 00:00:00,Funding;,,,,TRUE
New,Visit,Parent/guardian of student ,Potterow,,,16/08/2012 00:00:00,,Banks;Health;Employment;Legal;Tax/NI;,,Accom;Tenancy;,FALSE
New,Visit,prospective student ,Potterow,UG,EU,16/08/2012 00:00:00,,,,Accom;,FALSE
New,Visit,Staff,Potterow,,,16/08/2012 00:00:00,,Health;Personal;,,,TRUE
Existing,Email,Little France,Potterow,,,16/08/2012 00:00:00,Discretionary Fund;,,,,FALSE
Existing,Visit,Little France,Potterow,,,16/08/2012 00:00:00,Discretionary Fund;,,,,FALSE
New,,prospective student ,Potterow,,EU,16/08/2012 00:00:00,,,,Accom;,TRUE
New,Phone,ECA,Potterow,,Home,16/08/2012 00:00:00,Funding;,,,,TRUE
New,Visit,,Potterow,PG Taught,,16/08/2012 00:00:00,,,,Accom;Tenancy;,TRUE
Existing,Visit,,Potterow,,Home,16/08/2012 13:19:45,,C Card;,,,FALSE
Existing,Visit,,Potterow,,Home,16/08/2012 00:00:00,,C Card;,,,FALSE
New,Visit,KB Student,Potterow,UG,Int'l,16/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Phone,GS Student,Potterow,UG,Home,16/08/2012 00:00:00,,,Other;,,FALSE
New,,,Potterow,PG Taught,Int'l,16/08/2012 00:00:00,,,,Tenancy;,TRUE
Existing,Phone,Little France,Potterow,Research,Int'l,16/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,UG,EU,16/08/2012 00:00:00,,Banks;Legal;,,,TRUE
Existing,Email,GS Student,Potterow,Research,Home,16/08/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,16/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,H'Rood Student,Potterow,PG Taught,Int'l,16/08/2012 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,,Potterow,,Home,16/08/2012 00:00:00,,C Card;,,,TRUE
Existing,Email,GS Student,Potterow,Research,Home,16/08/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Phone,Little France,Potterow,Research,Int'l,16/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Email,,Potterow,,,16/08/2012 15:39:44,,,,Accom;,FALSE
New,Email,,Potterow,,Int'l,16/08/2012 00:00:00,,EUSA/TAP info ;,,,TRUE
New,Email,,Potterow,,,16/08/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,Phone,,Potterow,UG,Home,16/08/2012 00:00:00,,Tax/NI;,,,FALSE
,,,Potterow,,,16/08/2012 00:00:00,,,,,FALSE
New,Email,,Potterow,,,16/08/2012 00:00:00,,,,Tenancy;,TRUE
New,Email,,Potterow,,,16/08/2012 00:00:00,,,,Accom;,TRUE
,,,Potterow,,,16/08/2012 00:00:00,,,,,FALSE
New,Email,,Potterow,,,16/08/2012 00:00:00,,,,,TRUE
New,Phone,Staff,Potterow,,,16/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,16/08/2012 00:00:00,,,,,FALSE
New,Visit,,Potterow,,,16/08/2012 00:00:00,,C Card;,,,FALSE
New,Email,,Potterow,,,16/08/2012 00:00:00,,,,Accom;,FALSE
New,Visit,,Potterow,,EU,16/08/2012 00:00:00,,,,Accom;,FALSE
New,Phone,Public,Potterow,,,16/08/2012 00:00:00,,Uni Info;,,,FALSE
New,Email,,Potterow,PG Taught,Int'l,16/08/2012 00:00:00,,,,Accom;,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,16/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
,,,Potterow,,,16/08/2012 00:00:00,,,,,FALSE
,,,Potterow,,,16/08/2012 00:00:00,,,,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,17/08/2012 09:09:05,,,Complaint (Academic) ;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,17/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,17/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,Staff,Potterow,,,17/08/2012 09:12:17,,Harrassment;,,,FALSE
Existing,Email,Staff,Potterow,,,17/08/2012 09:12:17,,Harrassment;,,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,17/08/2012 00:00:00,,Harrassment;Personal;,,,FALSE
Existing,Email,,Potterow,Research,Int'l,17/08/2012 09:19:23,,,,Accom;,TRUE
New,Email,prospective student ,Potterow,,Home,17/08/2012 00:00:00,,,,Tenancy;,TRUE
New,Email,,Potterow,,Int'l,17/08/2012 00:00:00,,Uni Info;,,,TRUE
New,Email,,Potterow,,EU,17/08/2012 00:00:00,SAAS/SFE;Fees;,,,,TRUE
New,Visit,ECA,Potterow,UG,Home,17/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Email,Staff,Potterow,,,17/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Visit,,Potterow,,,17/08/2012 00:00:00,,C Card;,,,FALSE
Existing,Email,,Potterow,,,17/08/2012 00:00:00,Funding;,,,,TRUE
Existing,Email,ECA,Potterow,UG,Home,17/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,Easter Bush,Potterow,,Home,17/08/2012 00:00:00,Childcare;,,,,TRUE
New,Email,KB Student,Potterow,UG,EU,17/08/2012 00:00:00,,,Progression;,,FALSE
New,Visit,,Potterow,,,17/08/2012 00:00:00,,,,Council Tax;,TRUE
Existing,Email,KB Student,Potterow,UG,EU,17/08/2012 00:00:00,,,Academic Appeal;,,FALSE
Existing,Email,GS Student,Potterow,UG,Home,17/08/2012 00:00:00,,,Academic Appeal;,,FALSE
New,Visit,prospective student ,Potterow,,Home,17/08/2012 13:38:15,,Health;,,,TRUE
Existing,Email,KB Student,Potterow,UG,Int'l,17/08/2012 00:00:00,,,,,FALSE
New,Visit,GS Student,Potterow,UG,Home,17/08/2012 00:00:00,,,Progression;,,FALSE
Existing,Email,KB Student,Potterow,UG,EU,17/08/2012 00:00:00,,,Progression;,,FALSE
New,Visit,,Potterow,,Home,17/08/2012 13:58:44,,,,Tenancy;,FALSE
New,Visit,,Potterow,UG,Home,17/08/2012 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,Home,17/08/2012 00:00:00,Funding;,Uni Info;Health;,,,TRUE
Existing,Visit,,Potterow,,Home,17/08/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,,Home,17/08/2012 00:00:00,,C Card;,,,TRUE
New,Visit,,Potterow,UG,EU,17/08/2012 00:00:00,,C Card;,,,TRUE
Existing,Email,,Potterow,,,17/08/2012 00:00:00,,,,Tenancy;,FALSE
Existing,Phone,Little France,Potterow,Research,Int'l,17/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Visit,,Potterow,,Int'l,17/08/2012 00:00:00,,,,Tenancy;,TRUE
New,Visit,,Potterow,UG,EU,17/08/2012 00:00:00,,,,Accom;,TRUE
Existing,Phone,Little France,Potterow,Research,Int'l,17/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,Little France,Potterow,Research,Int'l,17/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Visit,,Potterow,,EU,17/08/2012 15:08:25,Small Loans;,,,,FALSE
New,Email,,Potterow,Research,Int'l,17/08/2012 00:00:00,Fees;,Uni Info;Immigration;,,,FALSE
New,Visit,KB Student,Potterow,Research,EU,17/08/2012 00:00:00,,,Academic Appeal;,,FALSE
New,Phone,Public,Potterow,,Home,17/08/2012 15:39:55,,,,Council Tax;,TRUE
Existing,Email,GS Student,Potterow,Research,Int'l,17/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
Existing,Email,GS Student,Potterow,Research,Int'l,17/08/2012 00:00:00,,,Complaint (Academic) ;,,FALSE
New,Phone,Staff,Potterow,,,17/08/2012 00:00:00,,Uni Info;Personal;Legal;,,,TRUE
New,Email,GS Student,Potterow,PG Taught,EU,20/08/2012 09:02:20,,,Academic Appeal;,,FALSE
New,Email,GS Student,Potterow,Research,,20/08/2012 09:16:13,Fees;Funding;,,,,FALSE
New,Phone,prospective student ,Potterow,,,20/08/2012 00:00:00,,Uni Info;,,,FALSE
Existing,Email,,Potterow,,Home,20/08/2012 00:00:00,,,,Tenancy;,FALSE
Existing,Email,GS Student,Potterow,UG,Home,20/08/2012 00:00:00,,Harrassment;Personal;,,,FALSE
Existing,Email,H'Rood Student,Potterow,PG Taught,EU,20/08/2012 00:00:00,,Complaints;Harrassment;,,,FALSE
Existing,Visit,,Potterow,UG,Home,20/08/2012 00:00:00,Discretionary Fund;,,,,TRUE
New,Email,prospective student ,Potterow,,Home,20/08/2012 00:00:00,,City Info;EUSA/TAP info ;,,,FALSE
Existing,Email,GS Student,Potterow,UG,Home,20/08/2012 00:00:00,,Complaints;Harrassment;,,,FALSE
New,Email,,Potterow,,Int'l,20/08/2012 00:00:00,,Health;,,,TRUE
New,Email,,Potterow,,,20/08/2012 00:00:00,,,,Council Tax;,TRUE
New,Visit,,Potterow,PG Taught,,20/08/2012 00:00:00,Late Awards;,,,,FALSE
New,Visit,,Potterow,,Int'l,20/08/2012 00:00:00,,,,Accom;,TRUE
New,Email,prospective student ,Potterow,Other,Home,20/08/2012 00:00:00,,Health;Personal;,,,FALSE
New,Email,prospective student ,Potterow,,Int'l,20/08/2012 00:00:00,,Health;,,,TRUE
Existing,Email,H'Rood Student,Potterow,PG Taught,Home,20/08/2012 00:00:00,Childcare;Funding;,,,,TRUE
New,Email,,Potterow,,EU,20/08/2012 00:00:00,,Legal;,,Accom;,TRUE
New,Email,prospective student ,Potterow,UG,,20/08/2012 00:00:00,,Health;,,,FALSE
New,Email,prospective student ,Potterow,,EU,20/08/2012 00:00:00,,Health;,,,FALSE
New,Visit,,Potterow,,,20/08/2012 00:00:00,,C Card;,,,FALSE
New,Email,,Potterow,,,20/08/2012 00:00:00,Discretionary Fund;Funding;,,,,TRUE
New,Social Networks,,Potterow,,,20/08/2012 00:00:00,Funding;,,,,TRUE
Existing,Email,GS Student,Potterow,PG Taught,EU,20/08/2012 10:08:41,,,Academic Appeal;,,FALSE
New,Email,GS Student,Potterow,UG,EU,20/08/2012 00:00:00,,,Special Circumstances;,,FALSE
New,Visit,,Potterow,,EU,20/08/2012 00:00:00,,City Info;,,Accom;Tenancy;,TRUE
Existing,Email,GS Student,Potterow,UG,EU,20/08/2012 00:00:00,,,Special Circumstances;,,FALSE
